Group,COMID,Year,HF_Mag_10,HF_Mag_50,HF_Tim,HF_Dur,Peak_2,Peak_Dur_2,Peak_Fre_2,HFA_ROC,HFR_Tim,HFR_Dur,HFR_ROC,SLF_Tim,WLF_Mag_50,WLF_Mag_90,WLF_Dur,SLF_Mag_50,SLF_Mag_90,SLF_Dur
Current,10389562,1981,10.8,54,191,95,372.5,NA,NA,0.221049784,254,32,0.146428571,286,4.2,9.84,175,36.5,59.4,95
Current,10389562,1982,28,154,196,121,372.5,2,2,0.150537634,268,49,0.13349071,317,5.7,13.1,180,39,119.4,64
Current,10389562,1983,66.9,185.5,216,130,372.5,42,3,0.131868132,286,60,0.149659864,346,22.9,62.63,200,85.55,107,35
Current,10389562,1984,37,243,204,111,372.5,37,4,0.19147632,266,49,0.117647059,315,15,27.43,188,75.6,100.05,66
Current,10389562,1985,29.8,190,186,97,372.5,5,2,0.218136761,271,12,0.208333333,283,11,21.82,170,53.2,79.1,98
Current,10389562,1986,26,133,173,139,372.5,16,3,0.152173913,264,48,0.155405405,312,7.9,38.6,157,48.5,82.5,69
Current,10389562,1987,20,34,191,175,372.5,NA,NA,0.210723514,233,134,0.13245614,367,15,23.6,175,17,44.8,15
Current,10389562,1988,5.2,37.5,188,92,372.5,NA,NA,0.349179025,246,34,0.252268603,280,5,11,172,15,23,101
Current,10389562,1989,8.2,44,183,93,372.5,NA,NA,0.185666313,256,20,0.222321429,276,6.5,12.4,167,16,24,105
Current,10389562,1990,10,24,177,114,372.5,NA,NA,0.333333333,257,34,0.118644068,291,6.5,8,161,10,13,90
Current,10389562,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Current,10389562,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Current,10389562,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
