Group,COMID,Year,HF_Mag_10,HF_Mag_50,HF_Tim,HF_Dur,Peak_2,Peak_Dur_2,Peak_Fre_2,HFA_ROC,HFR_Tim,HFR_Dur,HFR_ROC,SLF_Tim,WLF_Mag_50,WLF_Mag_90,WLF_Dur,SLF_Mag_50,SLF_Mag_90,SLF_Dur
Current,10274616,1951,580.5,1180,162,152,2000,30,4,0.061797753,245,69,0.05511811,314,341,512,146,462,551.5,67
Current,10274616,1952,747,2160,172,119,2000,61,3,0.066843377,225,66,0.052367317,291,329,590,156,632.5,700,90
Current,10274616,1953,NA,NA,191,NA,2000,11,2,0.120714447,261,NA,NA,NA,307,363.4,175,NA,NA,NA
Current,10274616,1954,NA,NA,106,NA,2000,NA,NA,0.063948205,237,NA,NA,NA,112,237,90,NA,NA,NA
Current,10274616,1955,NA,NA,164,NA,2000,NA,NA,0.096491228,285,NA,NA,NA,83,185,148,NA,NA,NA
Current,10274616,1956,NA,NA,128,NA,2000,1,1,0.063829787,245,NA,NA,NA,148,326,112,NA,NA,NA
Current,10274616,1957,288,590,124,242,2000,1,1,0.085714286,244,127,0.036764706,371,94,243.9,108,274,295.8,15
Current,10274616,1958,265.6,652.5,143,223,2000,1,1,0.082291667,234,142,0.036764706,376,237,301,127,243,266.8,15
Current,10274616,1959,NA,NA,162,NA,2000,NA,NA,0.076630435,262,NA,NA,NA,102,185.5,146,NA,NA,NA
Current,10274616,1960,NA,NA,132,NA,2000,NA,NA,0.105084746,244,NA,NA,NA,60,70,116,NA,NA,NA
Current,10274616,1961,91.6,170,156,210,2000,NA,NA,0.057307061,288,85,0.060606061,373,58,73,140,66,85.2,15
Current,10274616,1962,118.6,420,121,245,2000,NA,NA,0.102564103,221,155,0.038094663,376,55,70,105,215,224.8,15
Current,10274616,1963,147.8,416,163,197,2000,NA,NA,0.08989899,226,134,0.035087719,360,84,218.8,147,187.5,243.9,21
Current,10274616,1964,NA,NA,174,NA,2000,2,1,0.08743565,271,NA,NA,NA,67,92.6,158,NA,NA,NA
Current,10274616,1965,283.2,729,112,198,2000,21,4,0.062914097,263,47,0.058760684,310,125.5,258.5,96,473,635.6,71
Current,10274616,1966,221.4,448,142,224,2000,NA,NA,0.131067961,228,147,0.028618661,375,319,483,126,190,217,15
Current,10274616,1967,360,590,183,133,2000,9,1,0.059747706,270,46,0.038753757,316,89,209,167,331,481.5,65
Current,10274616,1968,369,525,162,169,2000,6,1,0.088131533,270,61,0.037996546,331,245,280,146,379,609.8,50
Current,10274616,1969,373,609.5,97,269,2000,20,2,0.038319472,222,151,0.036375118,373,266,311,81,296,346.2,15
Current,10274616,1970,331.3,512.5,170,194,2000,NA,NA,0.05955197,260,104,0.034951456,364,241.5,351,154,282,326,17
