Group,COMID,Year,HF_Mag_10,HF_Mag_50,HF_Tim,HF_Dur,Peak_2,Peak_Dur_2,Peak_Fre_2,HFA_ROC,HFR_Tim,HFR_Dur,HFR_ROC,SLF_Tim,WLF_Mag_50,WLF_Mag_90,WLF_Dur,SLF_Mag_50,SLF_Mag_90,SLF_Dur
Current,10373794,2002,126,133,200,57,1270,NA,NA,0.040863427,237,20,0.021276596,257,137,139,184,138,162.4,124
Current,10373794,2003,124.9,130,214,80,1270,2,1,0.017985612,263,31,0.040983607,294,138,143,198,120.5,129,87
Current,10373794,2004,131.1,151.5,211,62,1270,2,1,0.022556391,243,30,0.086952268,273,133,139,195,147.5,170.3,108
Current,10373794,2005,163.2,449,208,93,1270,9,1,0.093896714,269,32,0.053246753,301,124,133.9,192,134,176.6,80
Current,10373794,2006,144.5,311,175,116,1270,14,3,0.034710991,244,47,0.041379145,291,127,138,159,151,199,90
Current,10373794,2007,NA,NA,NA,NA,1270,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,132,542.4,118
Current,10373794,2008,171,449,197,163,1270,1,1,0.041666667,268,92,0.011013216,360,122,136,181,183,205,21
Current,10373794,2009,172.6,459,187,163,1270,6,1,0.054545455,251,99,0.020703934,350,139,148,171,196.5,246,31
Current,10373794,2010,163.4,344,214,145,1270,NA,NA,0.044326241,271,88,0.011096746,359,135,138.3,198,162,202,22
Current,10373794,2011,293,476,132,223,1270,10,1,0.006739799,283,72,0.017795381,355,133,154.5,116,178,216.4,26
Current,10373794,2012,158,464,259,101,1270,NA,NA,0.005576208,327,33,0.012875536,360,137,154,243,185,212,21
Current,10373794,2013,NA,NA,258,NA,1270,NA,NA,NA,NA,NA,NA,147,134,142.9,242,142,206.8,234
Current,10373794,2014,NA,NA,NA,NA,1270,NA,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA
Current,10373794,2015,161.2,192.5,257,92,1270,NA,NA,0.01875,329,20,0.025978408,349,134,190,241,225,238,32
Current,10373794,2016,143.9,182,207,74,1270,NA,NA,0.015955348,349,NA,NA,281,135,163,191,346.5,571.1,100
Current,10373794,2017,160.6,449,203,127,1270,14,1,0.077157146,257,73,0.032961624,330,144,156,187,165.5,202,51
Current,10373794,2018,176,369.5,199,148,1270,NA,NA,0.020181655,265,82,0.012166525,347,141,155,183,326,338,34
Current,10373794,2019,201.5,460.5,218,108,1270,11,1,0.044167329,269,57,0.034907598,326,138.5,143.9,202,172,195,55
Current,10373794,2020,231.6,363,197,107,1270,10,2,0.035509536,247,57,0.020172911,304,121,132,181,243,309.6,77
Current,10373794,2021,150,186,196,170,1270,NA,NA,0.033333333,326,48,0.024448133,374,124,136,180,137,139,15
Current,10373794,2022,132,153,189,98,1270,NA,NA,0.034482759,272,15,0.022727273,287,134,140,173,148,180.4,94
Current,10373794,2023,186.6,615,171,139,1270,30,2,0.022364217,270,40,0.049365879,310,135,140,155,167,197.1,71
Current,10373794,2024,161,599,177,119,1270,13,1,0.010273973,254,42,0.062111801,296,NA,NA,NA,NA,NA,NA
Predicted,10373794,1974,89.75271007,283.6933177,179.3557833,145.912525,1872.488289,5.228058333,1.454775,0.126929655,249.791575,71.56236667,0.055769126,324.4976833,78.14959109,96.19432423,162.1891833,81.15387085,78.85855324,59.1326
Predicted,10373794,1964,100.3542945,317.6486905,189.5837167,137.30105,1872.488289,4.8335,1.277375,0.149619151,255.5634417,68.51595,0.05656971,325.0891,78.14959109,97.21978872,174.1389167,89.60382175,86.97493221,57.35030833
Predicted,10373794,2008,108.2566492,368.5544056,188.469725,134.5926917,1872.488289,7.832391667,1.786733333,0.135516358,254.769275,66.95421667,0.056867649,321.8828667,78.14959109,94.77166259,171.8848583,98.2143639,100.7924044,60.85624167
Predicted,10373794,2009,114.7734541,390.6996576,180.8113,146.4772167,1872.488289,4.521108333,1.39475,0.121021761,253.583425,69.297225,0.055208661,325.2674917,78.14959109,98.27974392,164.5751833,105.5429669,95.42817529,56.94678333
Predicted,10373794,1986,149.3333513,495.0206845,179.2061167,152.2092333,1872.488289,14.03676667,1.412025,0.115330898,253.7136667,67.31390833,0.05717693,328.8927167,78.14959109,99.20503851,162.5572333,137.3013667,138.7600088,53.322675
Predicted,10373794,1950,118.2671141,391.7237036,186.5594083,137.575075,1872.488289,5.34315,1.512525,0.146177436,254.8487167,65.77685833,0.056162843,326.463075,78.14959109,104.3273677,171.0346583,106.4761762,100.5010626,56.2875
Predicted,10373794,1999,116.7136995,386.8424412,190.3324333,135.7102417,1872.488289,6.303583333,1.50405,0.120222091,255.836625,67.40549167,0.055858817,323.4985667,78.14959109,97.96346348,173.52285,104.5001142,103.9460886,59.57470833
