Group,COMID,Year,HF_Mag_10,HF_Mag_50,HF_Tim,HF_Dur,Peak_2,Peak_Dur_2,Peak_Fre_2,HFA_ROC,HFR_Tim,HFR_Dur,HFR_ROC,SLF_Tim,WLF_Mag_50,WLF_Mag_90,WLF_Dur,SLF_Mag_50,SLF_Mag_90,SLF_Dur
Current,10276856,2004,5.237,11.8,122,194,88.3,1,1,0.095402409,181,135,0.084507042,316,7.085,9.385,106,4.83,6.534,65
Current,10276856,2005,12.04,42.4,148,159,88.3,20,3,0.104196162,268,39,0.04525072,307,12.3,16.39,132,8.51,9.668,74
Current,10276856,2006,15.54,69.9,154,145,88.3,38,6,0.067238913,255,44,0.052887304,299,12,17.6,138,9.08,12.4,82
Current,10276856,2007,5.53,15.8,124,159,88.3,NA,NA,0.083333333,229,54,0.084090909,283,12,14.73,108,4.76,7.15,98
Current,10276856,2008,8.836,37.6,165,159,88.3,13,4,0.12266526,267,57,0.058823529,324,7.51,11.22,149,7.97,10.64,57
Current,10276856,2009,8.681,32.3,140,188,88.3,1,1,0.067794253,264,64,0.050438596,328,10.9,13.47,124,7.4,10.66,53
Current,10276856,2010,7.268,25.7,157,164,88.3,2,2,0.131960811,258,63,0.049348056,321,10,11.5,141,6.65,8.704,60
Current,10276856,2011,15.37,71.2,152,178,88.3,70,6,0.123936817,265,65,0.063405304,330,13.95,16.65,136,11.65,15.33,51
Current,10276856,2012,7.698,20.9,135,139,88.3,NA,NA,0.079365079,222,52,0.05785124,274,11.9,15.82,119,5.69,7.918,107
Current,10276856,2013,7.224,15.7,124,175,88.3,NA,NA,0.04034517,235,64,0.061145647,299,9.595,13.32,108,6.07,6.91,82
Current,10276856,2014,6.676,17.8,103,183,88.3,NA,NA,0.072533849,244,42,0.0625,286,6.5,8.468,87,8.095,11.08,95
Current,10276856,2015,7.496,12.6,100,197,88.3,NA,NA,0.066666667,243,54,0.056862745,297,9.345,10.9,84,6.11,7.74,84
Current,10276856,2016,8.8,20.2,115,181,88.3,NA,NA,0.111111111,237,59,0.064725597,296,7,10,99,5,8.68,85
Current,10276856,2017,12,42.95,103,186,88.3,6,2,0.090909091,252,37,0.057420023,289,8.7,11,87,8.8,11.5,92
Current,10276856,2018,5.01,14.9,102,192,88.3,NA,NA,0.092063492,234,60,0.11827957,294,10.6,13,86,5.35,9,87
Current,10276856,2019,10.45,45.35,159,166,88.3,9,5,0.078431373,254,71,0.071428571,325,9.1,12.08,143,11.8,13.6,56
Current,10276856,2020,9.97,27.05,142,150,88.3,NA,NA,0.090443465,248,44,0.082644628,292,12,14.05,126,5,7.68,89
Current,10276856,2021,4,11,98,188,88.3,NA,NA,0.1,237,49,0.141134752,286,6,8.89,82,5,9,95
Current,10276856,2022,6,17,109,189,88.3,NA,NA,0.125880282,245,53,0.097619048,298,7.2,11,93,6,8.95,83
Current,10276856,2023,17.08,73.3,168,133,88.3,59,4,0.052980132,240,61,0.049590164,301,9.78,13.2,152,11.7,14.86,80
Current,10276856,2024,9.908,51.6,148,153,88.3,1,1,0.069863014,255,46,0.079638535,301,NA,NA,NA,NA,NA,NA
Prediction,10276856,1973,14.09042034,35.6628046,179.2345417,132.845075,115.756644,7.285118386,1.4395,0.127973331,238.3567583,71.04534167,0.054901684,312.90495,7.493802985,9.387694833,162.39905,10.08301682,10.78463943,67.70898333
Prediction,10276856,1974,12.02303173,32.778289,171.476075,149.7193333,115.756644,3.484699407,1.403775,0.102714698,233.9266417,77.04069167,0.056276139,316.2653833,7.493802985,9.058641106,155.3111583,7.847291215,7.808563775,65.09295
Prediction,10276856,1988,9.720396306,25.49105747,164.1969417,153.2710583,115.756644,3.928487374,1.80255,0.11733963,229.863925,81.82895833,0.055794991,315.2006083,7.493802985,7.926680006,149.012175,7.016202104,6.115851566,66.60380833
Prediction,10276856,2000,11.46926411,28.28564153,162.88145,150.5433583,115.756644,3.294792822,1.7632,0.112398588,232.1507417,74.31615,0.055152797,312.03895,7.493802985,7.969929653,146.53145,8.203264547,7.384117261,68.61325
Prediction,10276856,1982,17.0481852,44.05362905,182.3036917,137.0293,115.756644,7.100762508,1.996758333,0.111854602,241.3958417,71.933175,0.053158613,314.9737667,7.493802985,9.115942261,166.7900167,14.82457548,15.52909911,65.31265833
Prediction,10276856,2001,12.21381838,33.37765801,177.9435667,148.3496,115.756644,4.955431512,1.497858333,0.110612707,234.0320583,72.01758333,0.056432385,311.016,7.493802985,8.09915094,162.4160583,8.017793589,7.858832629,70.16508333
Prediction,10276856,1975,15.51871807,45.87891027,190.6023583,126.633225,115.756644,10.21904706,1.97695,0.121230458,248.4593583,71.76841667,0.05573753,320.5926667,7.493802985,8.271600765,173.8835917,10.4429363,10.07781822,62.41739167
Prediction,10276856,2006,15.53071641,39.51486055,173.4482333,141.0240583,115.756644,8.965130019,1.853466667,0.120544394,236.8796583,72.92323333,0.052681493,313.042375,7.493802985,8.294369687,157.8950667,11.06776436,10.83944458,68.427975
Prediction,10276856,1983,22.29463551,52.70251054,182.4566667,140.2397167,115.756644,11.26454501,2.204325,0.107968502,245.2069417,72.21980833,0.055073483,316.618325,7.493802985,12.19501052,165.4794333,15.14518863,15.46676738,63.075725
Prediction,10276856,1961,9.942676238,23.19189805,172.4632333,137.90855,115.756644,3.388464987,1.506858333,0.115010465,234.3346917,69.993675,0.055481008,307.4525833,7.493802985,8.062713634,158.2904083,7.596305643,6.987928666,73.149325
Prediction,10276856,1953,13.21247403,34.37778729,183.7982167,132.9451667,115.756644,5.750110125,1.461191667,0.107457048,244.630475,71.446175,0.053631087,317.3067917,7.493802985,8.777130488,166.2556583,8.490899486,9.038822759,63.86943333
Prediction,10276856,2009,15.18806816,37.8340714,174.0655167,145.425725,115.756644,4.467562331,1.623166667,0.108358679,240.9372083,73.03964167,0.054750522,316.8891667,7.493802985,9.061179969,157.3847333,10.06317833,10.31656811,64.48325833
